"ticketing_stop_id","stop_id","agency_id"
"de:09162:1110:4:4","de:09162:1110:4:4","1"
"de:09162:1110:40:82","de:09162:1110:40:82","1"
"de:09162:1110:40:83","de:09162:1110:40:83","1"
"de:09162:1110:5:5","de:09162:1110:5:5","1"
"de:09162:1110:51:51","de:09162:1110:51:51","1"
"de:09162:1110:51:52","de:09162:1110:51:52","1"
"de:09162:1110:6:6","de:09162:1110:6:6","1"
"de:09162:1111:1:1","de:09162:1111:1:1","1"
"de:09162:1111:2:2","de:09162:1111:2:2","1"
"de:09162:1112:1:1","de:09162:1112:1:1","1"
"de:09162:1112:2:2","de:09162:1112:2:2","1"
"de:09162:1115:1:1","de:09162:1115:1:1","1"
"de:09162:1115:2:2","de:09162:1115:2:2","1"
"de:09162:1115:3:3","de:09162:1115:3:3","1"
"de:09162:1115:34:24","de:09162:1115:34:24","1"
"de:09162:1115:4:4","de:09162:1115:4:4","1"
"de:09162:1115:5:5","de:09162:1115:5:5","1"
"de:09162:1117:1:1","de:09162:1117:1:1","1"
"de:09162:1117:2:2","de:09162:1117:2:2","1"
"de:09162:1117:31:21","de:09162:1117:31:21","1"
"de:09162:1117:32:22","de:09162:1117:32:22","1"
"de:09162:1118:2:1","de:09162:1118:2:1","1"
"de:09162:1118:2:2","de:09162:1118:2:2","1"
"de:09162:1118:31:21","de:09162:1118:31:21","1"
"de:09162:1118:32:22","de:09162:1118:32:22","1"
"de:09162:1119:2:1","de:09162:1119:2:1","1"
"de:09162:1119:2:2","de:09162:1119:2:2","1"
"de:09162:1119:31:21","de:09162:1119:31:21","1"
"de:09162:1119:33:73","de:09162:1119:33:73","1"
"de:09162:112:5:5","de:09162:112:5:5","1"
"de:09162:1120:1:1","de:09162:1120:1:1","1"
"de:09162:1120:41:81","de:09162:1120:41:81","1"
"de:09162:1120:42:82","de:09162:1120:42:82","1"
"de:09162:1121:1:1","de:09162:1121:1:1","1"
"de:09162:1121:2:2","de:09162:1121:2:2","1"
"de:09162:1121:31:21","de:09162:1121:31:21","1"
"de:09162:1121:32:22","de:09162:1121:32:22","1"
"de:09162:1122:2:1","de:09162:1122:2:1","1"
"de:09162:1122:2:2","de:09162:1122:2:2","1"
"de:09162:1122:31:21","de:09162:1122:31:21","1"
"de:09162:1122:32:22","de:09162:1122:32:22","1"
"de:09162:1123:1:1","de:09162:1123:1:1","1"
"de:09162:1123:2:2","de:09162:1123:2:2","1"
"de:09162:1123:3:3","de:09162:1123:3:3","1"
"de:09162:1123:31:21","de:09162:1123:31:21","1"
"de:09162:1123:32:22","de:09162:1123:32:22","1"
"de:09162:1124:2:1","de:09162:1124:2:1","1"
"de:09162:1124:2:2","de:09162:1124:2:2","1"
"de:09162:1124:31:21","de:09162:1124:31:21","1"
"de:09162:1124:32:22","de:09162:1124:32:22","1"
"de:09162:1125:2:1","de:09162:1125:2:1","1"
"de:09162:1125:2:2","de:09162:1125:2:2","1"
"de:09162:1125:2:3","de:09162:1125:2:3","1"
"de:09162:1125:31:21","de:09162:1125:31:21","1"
"de:09162:1126:2:SHH 1","de:09162:1126:2:SHH 1","1"
"de:09162:1126:2:SHH 2","de:09162:1126:2:SHH 2","1"
"de:09162:1128:1:1","de:09162:1128:1:1","1"
"de:09162:1128:2:2","de:09162:1128:2:2","1"
"de:09162:1129:5:6","de:09162:1129:5:6","1"
"de:09162:1129:7:7","de:09162:1129:7:7","1"
"de:09162:1129:8:8","de:09162:1129:8:8","1"
"de:09162:1129:9:9","de:09162:1129:9:9","1"
"de:09162:113:3:BMN 1","de:09162:113:3:BMN 1","1"
"de:09162:113:3:BMN 2","de:09162:113:3:BMN 2","1"
"de:09162:1130:1:1","de:09162:1130:1:1","1"
"de:09162:1130:1:2","de:09162:1130:1:2","1"
"de:09162:1130:3:3","de:09162:1130:3:3","1"
"de:09162:1130:3:4","de:09162:1130:3:4","1"
"de:09162:1130:41:81","de:09162:1130:41:81","1"
"de:09162:1130:41:82","de:09162:1130:41:82","1"
"de:09162:1130:51:51","de:09162:1130:51:51","1"
"de:09162:1130:51:52","de:09162:1130:51:52","1"
"de:09162:1131:2:2","de:09162:1131:2:2","1"
"de:09162:1131:3:3","de:09162:1131:3:3","1"
"de:09162:1131:31:71","de:09162:1131:31:71","1"
"de:09162:1132:1:1","de:09162:1132:1:1","1"
"de:09162:1132:2:2","de:09162:1132:2:2","1"
"de:09162:1133:3:GRM 1","de:09162:1133:3:GRM 1","1"
"de:09162:1133:3:GRM 2","de:09162:1133:3:GRM 2","1"
"de:09162:1134:3:GOT 1","de:09162:1134:3:GOT 1","1"
"de:09162:1139:1:MES 1","de:09162:1139:1:MES 1","1"
"de:09162:114:3:GAP 1","de:09162:114:3:GAP 1","1"
"de:09162:114:3:GAP 2","de:09162:114:3:GAP 2","1"
"de:09162:1140:1:1","de:09162:1140:1:1","1"
"de:09162:1140:2:2","de:09162:1140:2:2","1"
"de:09162:1140:51:51","de:09162:1140:51:51","1"
"de:09162:1140:51:53","de:09162:1140:51:53","1"
"de:09162:1140:52:52","de:09162:1140:52:52","1"
"de:09162:1141:3:ZEL 1","de:09162:1141:3:ZEL 1","1"
"de:09162:1142:3:BME 1","de:09162:1142:3:BME 1","1"
"de:09162:1143:1:1","de:09162:1143:1:1","1"
"de:09162:1143:2:2","de:09162:1143:2:2","1"
"de:09162:1144:3:CPT 1","de:09162:1144:3:CPT 1","1"
"de:09162:1145:3:HTB 1","de:09162:1145:3:HTB 1","1"
"de:09162:1145:3:HTB 2","de:09162:1145:3:HTB 2","1"
"de:09162:1146:1:1","de:09162:1146:1:1","1"
"de:09162:1146:2:2","de:09162:1146:2:2","1"
"de:09162:1148:1:1","de:09162:1148:1:1","1"
"de:09162:1148:2:2","de:09162:1148:2:2","1"
"de:09162:1149:1:1","de:09162:1149:1:1","1"
"de:09162:1149:2:2","de:09162:1149:2:2","1"
"de:09162:115:3:BAA 1","de:09162:115:3:BAA 1","1"
